hour_beginning	pedestrians	to_manhattan	to_brooklyn	weather_summary	temperature	precipitation	events
10/1/2017 0:00	44	30	14	clear-night	52	0.0001	
10/1/2017 1:00	30	17	13	partly-cloudy-night	53	0.0002	
10/1/2017 2:00	25	13	12	partly-cloudy-night	52	0	
10/1/2017 3:00	20	11	9	partly-cloudy-night	51	0	
10/1/2017 4:00	18	10	8	partly-cloudy-night	51	0	
10/1/2017 5:00	16	12	4	partly-cloudy-night	50	0	
10/1/2017 6:00	113	88	25	partly-cloudy-night	49	0.0001	
10/1/2017 7:00	199	72	127	clear-day	49	0	
10/1/2017 8:00	261	133	128	clear-day	50	0	
10/1/2017 9:00	845	504	341	clear-day	54	0	
10/1/2017 10:00	2478	1906	572	clear-day	57	0	
10/1/2017 11:00	3006	1277	1729	clear-day	60	0	
10/1/2017 12:00	2263	1233	1030	clear-day	62	0	
10/1/2017 13:00	2616	1447	1169	clear-day	64	0	
10/1/2017 14:00	2463	1339	1124	clear-day	65	0	
10/1/2017 15:00	2245	1189	1056	clear-day	66	0	
10/1/2017 16:00	2764	1040	1724	clear-day	67	0	
10/1/2017 17:00	2247	1140	1107	clear-day	67	0	
10/1/2017 18:00	2142	1091	1051	clear-day	66	0	
10/1/2017 19:00	899	298	601	clear-night	62	0	
10/1/2017 20:00	481	143	338	clear-night	59	0	
10/1/2017 21:00	275	117	158	clear-night	57	0	
10/1/2017 22:00	133	53	80	clear-night	55	0	
10/1/2017 23:00	104	68	36	clear-night	54	0	
10/2/2017 0:00	60	20	40	clear-night	53	0	
10/2/2017 1:00	27	15	12	clear-night	52	0	
10/2/2017 2:00	6	3	3	clear-night	51	0	
10/2/2017 3:00	8	5	3	clear-night	50	0	
10/2/2017 4:00	2	0	2	clear-night	49	0	
10/2/2017 5:00	19	13	6	clear-night	48	0	
10/2/2017 6:00	96	64	32	clear-night	49	0	
10/2/2017 7:00	182	81	101	clear-day	48	0	
10/2/2017 8:00	362	138	224	clear-day	50	0	
10/2/2017 9:00	536	293	243	clear-day	56	0	
10/2/2017 10:00	1071	645	426	clear-day	60	0	
10/2/2017 11:00	1617	860	757	clear-day	64	0	
10/2/2017 12:00	1756	829	927	clear-day	66	0	
10/2/2017 13:00	1753	898	855	clear-day	68	0	
10/2/2017 14:00	1719	885	834	clear-day	69	0	
10/2/2017 15:00	1637	867	770	clear-day	71	0	
10/2/2017 16:00	1883	1044	839	clear-day	71	0	
10/2/2017 17:00	1952	1072	880	clear-day	71	0	
10/2/2017 18:00	1659	1055	604	clear-day	69	0	
10/2/2017 19:00	773	319	454	clear-night	65	0	
10/2/2017 20:00	376	171	205	clear-night	62	0	
10/2/2017 21:00	301	142	159	clear-night	60	0	
10/2/2017 22:00	155	79	76	clear-night	58	0	
10/2/2017 23:00	78	46	32	clear-night	57	0	
10/3/2017 0:00	45	26	19	clear-night	55	0	
10/3/2017 1:00	17	12	5	clear-night	53	0	
10/3/2017 2:00	7	2	5	clear-night	52	0	
10/3/2017 3:00	5	2	3	clear-night	51	0	
10/3/2017 4:00	8	3	5	clear-night	51	0	
10/3/2017 5:00	22	14	8	clear-night	50	0	
10/3/2017 6:00	122	76	46	clear-night	50	0	
10/3/2017 7:00	230	96	134	clear-day	50	0	
10/3/2017 8:00	390	162	228	clear-day	52	0	
10/3/2017 9:00	616	341	275	clear-day	59	0	
10/3/2017 10:00	936	555	381	clear-day	62	0.0002	
10/3/2017 11:00	1517	799	718	clear-day	65	0.0003	
10/3/2017 12:00	1666	852	814	clear-day	67	0.0002	
10/3/2017 13:00	1572	792	780	partly-cloudy-day	67	0	
10/3/2017 14:00	1642	762	880	clear-day	68	0.0001	
10/3/2017 15:00	1686	901	785	clear-day	68	0	
10/3/2017 16:00	1572	824	748	clear-day	67	0	
10/3/2017 17:00	1695	996	699	clear-day	66	0	
10/3/2017 18:00	1478	893	585	clear-day	64	0	
10/3/2017 19:00	613	240	373	clear-night	61	0	
10/3/2017 20:00	341	160	181	clear-night	59	0	
10/3/2017 21:00	196	102	94	clear-night	58	0	
10/3/2017 22:00	134	65	69	clear-night	56	0	
10/3/2017 23:00	70	34	36	clear-night	55	0	
10/4/2017 0:00	28	14	14	clear-night	55	0	
10/4/2017 1:00	16	11	5	clear-night	53	0	
10/4/2017 2:00	11	7	4	clear-night	53	0	
10/4/2017 3:00	12	5	7	clear-night	52	0	
10/4/2017 4:00	11	6	5	clear-night	51	0	
10/4/2017 5:00	16	9	7	clear-night	51	0	
10/4/2017 6:00	106	68	38	clear-night	51	0	
10/4/2017 7:00	291	125	166	clear-night	50	0	
10/4/2017 8:00	412	159	253	clear-day	52	0	
10/4/2017 9:00	571	299	272	clear-day	57	0	
10/4/2017 10:00	1017	621	396	clear-day	62	0	
10/4/2017 11:00	1530	830	700	clear-day	65	0	
10/4/2017 12:00	1709	899	810	clear-day	68	0	
10/4/2017 13:00	1611	811	800	clear-day	71	0	
10/4/2017 14:00	1608	794	814	clear-day	73	0	
10/4/2017 15:00	1524	874	650	clear-day	74	0	
10/4/2017 16:00	1733	964	769	clear-day	74	0	
10/4/2017 17:00	1907	1135	772	clear-day	74	0	
10/4/2017 18:00	1739	1081	658	clear-day	72	0	
10/4/2017 19:00	737	278	459	clear-night	70	0	
10/4/2017 20:00	395	150	245	clear-night	69	0	
10/4/2017 21:00	264	135	129	clear-night	68	0	
10/4/2017 22:00	181	85	96	clear-night	68	0.0001	
10/4/2017 23:00	104	57	47	partly-cloudy-night	67	0.0001	
10/5/2017 0:00	41	15	26	clear-night	65	0	
10/5/2017 1:00	21	10	11	clear-night	64	0	
10/5/2017 2:00	3	3	0	partly-cloudy-night	64	0	
10/5/2017 3:00	3	0	3	partly-cloudy-night	64	0	
10/5/2017 4:00	2	1	1	partly-cloudy-night	64	0	
10/5/2017 5:00	19	12	7	partly-cloudy-night	63	0	
10/5/2017 6:00	101	54	47	partly-cloudy-night	63	0	
10/5/2017 7:00	307	133	174	partly-cloudy-night	63	0	
10/5/2017 8:00	338	126	212	partly-cloudy-day	63	0	
10/5/2017 9:00	687	392	295	clear-day	65	0	
10/5/2017 10:00	1081	640	441	clear-day	69	0.0009	
10/5/2017 11:00	1644	923	721	clear-day	73	0.0019	
10/5/2017 12:00	1705	817	888	rain	77	0.0272	
10/5/2017 13:00	1726	850	876	clear-day	79	0.0024	
10/5/2017 14:00	1812	908	904	partly-cloudy-day	80	0.0021	
10/5/2017 15:00	1829	983	846	partly-cloudy-day	81	0.0012	
10/5/2017 16:00	1835	910	925	clear-day	81	0	
10/5/2017 17:00	1956	1129	827	clear-day	80	0	
10/5/2017 18:00	1382	787	595	partly-cloudy-day	78	0	
10/5/2017 19:00	635	250	385	clear-night	77	0	
10/5/2017 20:00	393	180	213	partly-cloudy-night	76	0	
10/5/2017 21:00	287	125	162	clear-night	75	0	
10/5/2017 22:00	115	54	61	partly-cloudy-night	74	0.0007	
10/5/2017 23:00	58	16	42	partly-cloudy-night	71	0.001	
10/6/2017 0:00	50	21	29	partly-cloudy-night	70	0.0011	
10/6/2017 1:00	22	11	11	partly-cloudy-night	69	0.0017	
10/6/2017 2:00	8	3	5	partly-cloudy-night	69	0.0021	
10/6/2017 3:00	15	8	7	clear-night	68	0.0012	
10/6/2017 4:00	7	3	4	clear-night	67	0.0002	
10/6/2017 5:00	16	11	5	partly-cloudy-night	67	0	
10/6/2017 6:00	126	74	52	clear-night	66	0	
10/6/2017 7:00	279	120	159	partly-cloudy-night	66	0	
10/6/2017 8:00	493	242	251	clear-day	66	0	
10/6/2017 9:00	660	386	274	clear-day	68	0	
10/6/2017 10:00	1244	686	558	clear-day	70	0	
10/6/2017 11:00	1593	893	700	clear-day	74	0	
10/6/2017 12:00	1941	1049	892	clear-day	76	0	
10/6/2017 13:00	1862	906	956	clear-day	78	0	
10/6/2017 14:00	1989	941	1048	clear-day	80	0	
10/6/2017 15:00	2140	1136	1004	clear-day	80	0	
10/6/2017 16:00	2083	1122	961	clear-day	78	0	
10/6/2017 17:00	2124	1188	936	clear-day	77	0	
10/6/2017 18:00	1470	834	636	clear-day	74	0	
10/6/2017 19:00	759	275	484	clear-night	71	0	
10/6/2017 20:00	471	184	287	clear-night	70	0	
10/6/2017 21:00	364	152	212	clear-night	69	0	
10/6/2017 22:00	238	100	138	clear-night	69	0	
10/6/2017 23:00	135	69	66	clear-night	69	0	
10/7/2017 0:00	88	52	36	clear-night	69	0	
10/7/2017 1:00	64	32	32	clear-night	68	0	
10/7/2017 2:00	29	17	12	clear-night	68	0	
10/7/2017 3:00	10	5	5	clear-night	66	0	
10/7/2017 4:00	9	6	3	partly-cloudy-night	66	0	
10/7/2017 5:00	21	13	8	partly-cloudy-night	65	0	
10/7/2017 6:00	84	55	29	partly-cloudy-night	65	0	
10/7/2017 7:00	244	109	135	partly-cloudy-night	64	0	
10/7/2017 8:00	378	225	153	partly-cloudy-day	65	0	
10/7/2017 9:00	989	655	334	partly-cloudy-day	68	0	
10/7/2017 10:00	1737	1037	700	clear-day	70	0	
10/7/2017 11:00	2602	1510	1092	clear-day	74	0	
10/7/2017 12:00	2983	1591	1392	clear-day	77	0	
10/7/2017 13:00	3191	1691	1500	clear-day	78	0	
10/7/2017 14:00	3251	1765	1486	clear-day	79	0	
10/7/2017 15:00	3633	1834	1799	clear-day	78	0	
10/7/2017 16:00	3388	1644	1744	clear-day	77	0	
10/7/2017 17:00	3373	1796	1577	clear-day	76	0	
10/7/2017 18:00	2742	1325	1417	clear-day	75	0	
10/7/2017 19:00	1132	373	759	clear-night	73	0	
10/7/2017 20:00	665	213	452	clear-night	72	0	
10/7/2017 21:00	373	150	223	clear-night	71	0	
10/7/2017 22:00	356	145	211	clear-night	71	0	
10/7/2017 23:00	268	119	149	partly-cloudy-night	71	0	
10/8/2017 0:00	145	75	70	partly-cloudy-night	71	0	
10/8/2017 1:00	57	38	19	clear-night	71	0	
10/8/2017 2:00	46	25	21	partly-cloudy-night	72	0	
10/8/2017 3:00	11	6	5	partly-cloudy-night	72	0	
10/8/2017 4:00	26	19	7	partly-cloudy-night	72	0	
10/8/2017 5:00	24	15	9	partly-cloudy-night	72	0	
10/8/2017 6:00	41	24	17	partly-cloudy-night	72	0.0004	
10/8/2017 7:00	160	90	70	partly-cloudy-night	72	0.0014	
10/8/2017 8:00	216	86	130	partly-cloudy-day	72	0.0016	
10/8/2017 9:00	164	91	73	partly-cloudy-day	72	0.0013	
10/8/2017 10:00	479	247	232	partly-cloudy-day	72	0.001	
10/8/2017 11:00	882	335	547	partly-cloudy-day	72	0.0009	
10/8/2017 12:00	1504	762	742	partly-cloudy-day	73	0.0008	
10/8/2017 13:00	1923	1027	896	partly-cloudy-day	74	0.0007	
10/8/2017 14:00	2599	1280	1319	partly-cloudy-day	75	0	
10/8/2017 15:00	2606	1376	1230	partly-cloudy-day	76	0	
10/8/2017 16:00	2531	1224	1307	partly-cloudy-day	76	0	
10/8/2017 17:00	2485	1241	1244	clear-day	76	0	
10/8/2017 18:00	1745	858	887	partly-cloudy-day	76	0	
10/8/2017 19:00	783	233	550	clear-night	75	0	
10/8/2017 20:00	589	224	365	partly-cloudy-night	75	0	
10/8/2017 21:00	453	171	282	clear-night	74	0	
10/8/2017 22:00	311	129	182	clear-night	74	0.0008	
10/8/2017 23:00	213	93	120	clear-night	73	0.0014	
10/9/2017 0:00	112	38	74	clear-night	73	0.0014	Columbus Day (regional holiday)
10/9/2017 1:00	41	15	26	partly-cloudy-night	73	0.001	Columbus Day (regional holiday)
10/9/2017 2:00	22	17	5	partly-cloudy-night	72	0.0008	Columbus Day (regional holiday)
10/9/2017 3:00	7	2	5	clear-night	72	0.0007	Columbus Day (regional holiday)
10/9/2017 4:00	6	3	3	partly-cloudy-night	72	0.0008	Columbus Day (regional holiday)
10/9/2017 5:00	9	5	4	partly-cloudy-night	72	0.0009	Columbus Day (regional holiday)
10/9/2017 6:00	58	45	13	partly-cloudy-night	71	0.0006	Columbus Day (regional holiday)
10/9/2017 7:00	169	81	88	partly-cloudy-night	71	0.0001	Columbus Day (regional holiday)
10/9/2017 8:00	296	130	166	partly-cloudy-day	71	0	Columbus Day (regional holiday)
10/9/2017 9:00	477	254	223	partly-cloudy-day	72	0	Columbus Day (regional holiday)
10/9/2017 10:00	888	446	442	partly-cloudy-day	72	0.0001	Columbus Day (regional holiday)
10/9/2017 11:00	825	375	450	partly-cloudy-day	72	0.0003	Columbus Day (regional holiday)
10/9/2017 12:00	732	300	432	partly-cloudy-day	73	0.0017	Columbus Day (regional holiday)
10/9/2017 13:00	422	192	230	rain	73	0.0058	Columbus Day (regional holiday)
10/9/2017 14:00	654	339	315	rain	72	0.0056	Columbus Day (regional holiday)
10/9/2017 15:00	787	414	373	partly-cloudy-day	72	0.0044	Columbus Day (regional holiday)
10/9/2017 16:00	881	480	401	partly-cloudy-day	73	0.0016	Columbus Day (regional holiday)
10/9/2017 17:00	878	490	388	partly-cloudy-day	74	0.0004	Columbus Day (regional holiday)
10/9/2017 18:00	722	348	374	partly-cloudy-day	74	0.0003	Columbus Day (regional holiday)
10/9/2017 19:00	368	175	193	partly-cloudy-night	74	0.0004	Columbus Day (regional holiday)
10/9/2017 20:00	250	125	125	partly-cloudy-night	74	0.0005	Columbus Day (regional holiday)
10/9/2017 21:00	184	91	93	partly-cloudy-night	74	0.0005	Columbus Day (regional holiday)
10/9/2017 22:00	117	42	75	partly-cloudy-night	74	0.0005	Columbus Day (regional holiday)
10/9/2017 23:00	80	42	38	partly-cloudy-night	75	0.0007	Columbus Day (regional holiday)
10/10/2017 0:00	29	12	17	partly-cloudy-night	74	0.0006	
10/10/2017 1:00	13	7	6	partly-cloudy-night	73	0.0004	
10/10/2017 2:00	14	9	5	partly-cloudy-night	71	0	
10/10/2017 3:00	16	6	10	clear-night	70	0	
10/10/2017 4:00	8	6	2	clear-night	68	0	
10/10/2017 5:00	24	16	8	clear-night	67	0	
10/10/2017 6:00	131	76	55	clear-night	66	0	
10/10/2017 7:00	296	141	155	clear-night	65	0	
10/10/2017 8:00	490	190	300	clear-day	66	0	
10/10/2017 9:00	683	401	282	clear-day	68	0	
10/10/2017 10:00	1499	896	603	clear-day	71	0	
10/10/2017 11:00	2037	1087	950	clear-day	74	0	
10/10/2017 12:00	2088	1024	1064	clear-day	76	0	
10/10/2017 13:00	2105	1007	1098	clear-day	77	0	
10/10/2017 14:00	2323	1146	1177	clear-day	78	0	
10/10/2017 15:00	1907	1016	891	clear-day	79	0	
10/10/2017 16:00	1960	1000	960	clear-day	79	0	
10/10/2017 17:00	1913	1162	751	clear-day	79	0	
10/10/2017 18:00	1535	933	602	clear-day	78	0	
10/10/2017 19:00	776	248	528	clear-night	74	0	
10/10/2017 20:00	448	189	259	clear-night	72	0	
10/10/2017 21:00	308	141	167	clear-night	70	0	
10/10/2017 22:00	141	65	76	clear-night	68	0	
10/10/2017 23:00	77	30	47	clear-night	67	0	
10/11/2017 0:00	40	17	23	clear-night	66	0	
10/11/2017 1:00	24	11	13	clear-night	65	0	
10/11/2017 2:00	9	3	6	clear-night	64	0	
10/11/2017 3:00	8	6	2	clear-night	63	0	
10/11/2017 4:00	8	8	0	clear-night	63	0	
10/11/2017 5:00	37	24	13	clear-night	63	0	
10/11/2017 6:00	100	60	40	clear-night	63	0	
10/11/2017 7:00	277	142	135	clear-night	64	0	
10/11/2017 8:00	437	149	288	clear-day	64	0	
10/11/2017 9:00	535	244	291	clear-day	65	0	
10/11/2017 10:00	1116	694	422	clear-day	67	0	
10/11/2017 11:00	1602	843	759	clear-day	69	0	
10/11/2017 12:00	1576	758	818	clear-day	71	0	
10/11/2017 13:00	1572	770	802	clear-day	72	0	
10/11/2017 14:00	1808	861	947	clear-day	73	0	
10/11/2017 15:00	1657	855	802	partly-cloudy-day	73	0	
10/11/2017 16:00	1744	944	800	partly-cloudy-day	72	0	
10/11/2017 17:00	1713	820	893	partly-cloudy-day	70	0	
10/11/2017 18:00	615	371	244	partly-cloudy-day	69	0	
10/11/2017 19:00	288	113	175	partly-cloudy-night	67	0	
10/11/2017 20:00	242	122	120	partly-cloudy-night	66	0	
10/11/2017 21:00	143	80	63	partly-cloudy-night	65	0	
10/11/2017 22:00	139	69	70	partly-cloudy-night	65	0	
10/11/2017 23:00	65	34	31	partly-cloudy-night	64	0	
10/12/2017 0:00	27	10	17	partly-cloudy-night	64	0	
10/12/2017 1:00	15	7	8	partly-cloudy-night	63	0.0001	
10/12/2017 2:00	6	3	3	partly-cloudy-night	61	0.0004	
10/12/2017 3:00	0	0	0	partly-cloudy-night	60	0.0013	
10/12/2017 4:00	1	1	0	partly-cloudy-night	60	0.0029	
10/12/2017 5:00	7	6	1	partly-cloudy-night	58	0.004	
10/12/2017 6:00	59	33	26	partly-cloudy-night	58	0.0023	
10/12/2017 7:00	152	85	67	partly-cloudy-night	57	0.0009	
10/12/2017 8:00	278	106	172	partly-cloudy-day	57	0.0002	
10/12/2017 9:00	360	153	207	partly-cloudy-day	57	0	
10/12/2017 10:00	687	436	251	partly-cloudy-day	57	0	
10/12/2017 11:00	1239	762	477	partly-cloudy-day	58	0	
10/12/2017 12:00	1663	842	821	partly-cloudy-day	59	0	
10/12/2017 13:00	1883	943	940	partly-cloudy-day	61	0	
10/12/2017 14:00	1776	900	876	partly-cloudy-day	62	0	
10/12/2017 15:00	1530	786	744	partly-cloudy-day	63	0	
10/12/2017 16:00	1780	957	823	partly-cloudy-day	63	0	
10/12/2017 17:00	1825	1089	736	clear-day	63	0	
10/12/2017 18:00	1437	739	698	clear-day	62	0	
10/12/2017 19:00	606	246	360	clear-night	60	0	
10/12/2017 20:00	332	165	167	clear-night	59	0	
10/12/2017 21:00	211	112	99	partly-cloudy-night	58	0	
10/12/2017 22:00	144	85	59	clear-night	57	0	
10/12/2017 23:00	61	33	28	clear-night	56	0	
10/13/2017 0:00	47	29	18	clear-night	55	0	
10/13/2017 1:00	17	10	7	clear-night	54	0	
10/13/2017 2:00	16	9	7	clear-night	54	0	
10/13/2017 3:00	13	7	6	clear-night	53	0	
10/13/2017 4:00	10	6	4	partly-cloudy-night	52	0	
10/13/2017 5:00	17	11	6	partly-cloudy-night	52	0	
10/13/2017 6:00	92	53	39	partly-cloudy-night	52	0	
10/13/2017 7:00	251	117	134	partly-cloudy-night	52	0	
10/13/2017 8:00	391	142	249	partly-cloudy-day	53	0	
10/13/2017 9:00	500	271	229	partly-cloudy-day	55	0	
10/13/2017 10:00	1145	697	448	partly-cloudy-day	57	0	
10/13/2017 11:00	1931	1102	829	partly-cloudy-day	59	0	
10/13/2017 12:00	2159	1114	1045	partly-cloudy-day	61	0	
10/13/2017 13:00	2016	983	1033	partly-cloudy-day	63	0	
10/13/2017 14:00	2340	1085	1255	partly-cloudy-day	64	0	
10/13/2017 15:00	2276	1159	1117	partly-cloudy-day	64	0	
10/13/2017 16:00	2386	1237	1149	partly-cloudy-day	65	0	
10/13/2017 17:00	2344	1256	1088	partly-cloudy-day	64	0	
10/13/2017 18:00	1574	860	714	partly-cloudy-day	63	0	
10/13/2017 19:00	700	311	389	partly-cloudy-night	63	0	
10/13/2017 20:00	370	157	213	partly-cloudy-night	62	0	
10/13/2017 21:00	356	163	193	partly-cloudy-night	62	0	
10/13/2017 22:00	181	92	89	partly-cloudy-night	62	0	
10/13/2017 23:00	144	57	87	partly-cloudy-night	62	0	
10/14/2017 0:00	65	24	41	partly-cloudy-night	62	0.0002	
10/14/2017 1:00	36	17	19	partly-cloudy-night	62	0.0008	
10/14/2017 2:00	8	5	3	partly-cloudy-night	61	0.0006	
10/14/2017 3:00	7	5	2	partly-cloudy-night	61	0.0009	
10/14/2017 4:00	5	4	1	partly-cloudy-night	61	0.0012	
10/14/2017 5:00	15	12	3	partly-cloudy-night	61	0.0018	
10/14/2017 6:00	37	25	12	partly-cloudy-night	61	0.0018	
10/14/2017 7:00	204	109	95	partly-cloudy-night	61	0.0017	
10/14/2017 8:00	555	372	183	partly-cloudy-day	62	0.0006	
10/14/2017 9:00	1503	1300	203	partly-cloudy-day	62	0.0003	
10/14/2017 10:00	2628	2191	437	cloudy	63	0.0002	
10/14/2017 11:00	2331	1550	781	partly-cloudy-day	65	0.0002	
10/14/2017 12:00	2721	1539	1182	partly-cloudy-day	67	0	
10/14/2017 13:00	3059	1706	1353	partly-cloudy-day	68	0	
10/14/2017 14:00	3047	1418	1629	partly-cloudy-day	70	0	
10/14/2017 15:00	3187	1584	1603	cloudy	70	0	
10/14/2017 16:00	2962	1445	1517	cloudy	71	0	
10/14/2017 17:00	2585	1253	1332	partly-cloudy-day	70	0	
10/14/2017 18:00	1860	880	980	partly-cloudy-day	70	0	
10/14/2017 19:00	818	309	509	partly-cloudy-night	68	0	
10/14/2017 20:00	575	248	327	partly-cloudy-night	68	0	
10/14/2017 21:00	393	162	231	cloudy	67	0	
10/14/2017 22:00	283	143	140	partly-cloudy-night	67	0	
10/14/2017 23:00	218	92	126	partly-cloudy-night	66	0	
10/15/2017 0:00	168	82	86	partly-cloudy-night	66	0	
10/15/2017 1:00	62	36	26	partly-cloudy-night	65	0	
10/15/2017 2:00	42	18	24	partly-cloudy-night	65	0	
10/15/2017 3:00	23	11	12	partly-cloudy-night	65	0	
10/15/2017 4:00	9	6	3	partly-cloudy-night	65	0	
10/15/2017 5:00	14	11	3	partly-cloudy-night	65	0	
10/15/2017 6:00	43	26	17	partly-cloudy-night	64	0	
10/15/2017 7:00	226	122	104	partly-cloudy-night	64	0	
10/15/2017 8:00	399	205	194	partly-cloudy-day	65	0	
10/15/2017 9:00	758	512	246	partly-cloudy-day	65	0	
10/15/2017 10:00	1509	904	605	partly-cloudy-day	66	0	
10/15/2017 11:00	1949	1130	819	partly-cloudy-day	68	0	
10/15/2017 12:00	2420	1356	1064	partly-cloudy-day	69	0	
10/15/2017 13:00	2649	1426	1223	partly-cloudy-day	71	0	
10/15/2017 14:00	3049	1427	1622	partly-cloudy-day	72	0	
10/15/2017 15:00	2904	1390	1514	partly-cloudy-day	72	0	
10/15/2017 16:00	2824	1280	1544	partly-cloudy-day	71	0	
10/15/2017 17:00	2298	1033	1265	cloudy	71	0	
10/15/2017 18:00	1330	555	775	cloudy	69	0	
10/15/2017 19:00	636	249	387	cloudy	69	0	
10/15/2017 20:00	474	195	279	cloudy	68	0	
10/15/2017 21:00	335	145	190	cloudy	68	0	
10/15/2017 22:00	196	87	109	partly-cloudy-night	68	0	
10/15/2017 23:00	107	53	54	partly-cloudy-night	68	0	
10/16/2017 0:00	60	25	35	partly-cloudy-night	68	0	
10/16/2017 1:00	11	3	8	partly-cloudy-night	68	0	
10/16/2017 2:00	10	6	4	partly-cloudy-night	68	0	
10/16/2017 3:00	1	1	0	partly-cloudy-night	66	0	
10/16/2017 4:00	3	2	1	partly-cloudy-night	64	0	
10/16/2017 5:00	18	12	6	partly-cloudy-night	61	0	
10/16/2017 6:00	58	34	24	partly-cloudy-night	61	0	
10/16/2017 7:00	221	99	122	partly-cloudy-night	60	0	
10/16/2017 8:00	425	156	269	clear-day	58	0	
10/16/2017 9:00	537	248	289	clear-day	56	0	
10/16/2017 10:00	1002	573	429	clear-day	55	0	
10/16/2017 11:00	1489	808	681	clear-day	56	0	
10/16/2017 12:00	1667	880	787	clear-day	56	0	
10/16/2017 13:00	2001	941	1060	clear-day	56	0	
10/16/2017 14:00	1836	947	889	clear-day	56	0	
10/16/2017 15:00	2096	1046	1050	clear-day	57	0	
10/16/2017 16:00	1723	889	834	clear-day	57	0	
10/16/2017 17:00	1712	998	714	clear-day	56	0	
10/16/2017 18:00	1095	583	512	clear-day	55	0	
10/16/2017 19:00	429	171	258	clear-night	54	0	
10/16/2017 20:00	225	97	128	clear-night	53	0	
10/16/2017 21:00	133	59	74	clear-night	51	0	
10/16/2017 22:00	84	40	44	clear-night	50	0	
10/16/2017 23:00	46	22	24	clear-night	48	0	
10/17/2017 0:00	31	16	15	clear-night	47	0	
10/17/2017 1:00	7	3	4	clear-night	46	0	
10/17/2017 2:00	5	3	2	clear-night	44	0	
10/17/2017 3:00	3	2	1	clear-night	43	0	
10/17/2017 4:00	2	0	2	clear-night	42	0	
10/17/2017 5:00	10	6	4	clear-night	42	0	
10/17/2017 6:00	81	45	36	clear-night	40	0	
10/17/2017 7:00	233	91	142	clear-night	40	0	
10/17/2017 8:00	291	91	200	clear-day	41	0	
10/17/2017 9:00	480	252	228	clear-day	45	0	
10/17/2017 10:00	1119	720	399	clear-day	47	0	
10/17/2017 11:00	1454	757	697	clear-day	50	0	
10/17/2017 12:00	1668	863	805	clear-day	52	0	
10/17/2017 13:00	1543	786	757	clear-day	54	0	
10/17/2017 14:00	1388	709	679	clear-day	57	0	
10/17/2017 15:00	1309	721	588	clear-day	58	0	
10/17/2017 16:00	1495	833	662	clear-day	59	0	
10/17/2017 17:00	1641	983	658	clear-day	59	0	
10/17/2017 18:00	1189	679	510	clear-day	57	0	
10/17/2017 19:00	490	197	293	clear-night	54	0	
10/17/2017 20:00	236	113	123	clear-night	52	0	
10/17/2017 21:00	147	74	73	clear-night	52	0	
10/17/2017 22:00	88	52	36	clear-night	51	0	
10/17/2017 23:00	46	27	19	clear-night	51	0	
10/18/2017 0:00	23	11	12	clear-night	49	0	
10/18/2017 1:00	14	11	3	clear-night	49	0	
10/18/2017 2:00	4	3	1	clear-night	48	0	
10/18/2017 3:00	5	3	2	clear-night	48	0	
10/18/2017 4:00	5	4	1	clear-night	48	0	
10/18/2017 5:00	24	17	7	clear-night	47	0	
10/18/2017 6:00	91	51	40	clear-night	47	0	
10/18/2017 7:00	283	128	155	clear-night	47	0	
10/18/2017 8:00	358	123	235	clear-day	47	0	
10/18/2017 9:00	523	270	253	clear-day	51	0	
10/18/2017 10:00	1050	681	369	clear-day	55	0	
10/18/2017 11:00	1522	916	606	clear-day	60	0	
10/18/2017 12:00	1652	936	716	clear-day	65	0	
10/18/2017 13:00	1580	816	764	clear-day	68	0	
10/18/2017 14:00	1580	788	792	clear-day	70	0	
10/18/2017 15:00	1477	764	713	clear-day	72	0	
10/18/2017 16:00	1861	1062	799	clear-day	72	0	
10/18/2017 17:00	1789	1005	784	clear-day	71	0	
10/18/2017 18:00	1141	586	555	clear-day	67	0	
10/18/2017 19:00	536	195	341	clear-night	64	0	
10/18/2017 20:00	353	184	169	clear-night	62	0	
10/18/2017 21:00	223	112	111	clear-night	60	0	
10/18/2017 22:00	153	83	70	clear-night	59	0	
10/18/2017 23:00	83	44	39	clear-night	58	0	
10/19/2017 0:00	34	10	24	clear-night	60	0	
10/19/2017 1:00	18	9	9	clear-night	59	0	
10/19/2017 2:00	5	2	3	clear-night	58	0	
10/19/2017 3:00	7	4	3	clear-night	57	0	
10/19/2017 4:00	3	2	1	clear-night	55	0	
10/19/2017 5:00	29	16	13	clear-night	55	0	
10/19/2017 6:00	111	63	48	clear-night	53	0	
10/19/2017 7:00	304	144	160	clear-night	53	0	
10/19/2017 8:00	402	129	273	clear-day	55	0	
10/19/2017 9:00	584	303	281	clear-day	58	0	
10/19/2017 10:00	1479	910	569	clear-day	60	0	
10/19/2017 11:00	1738	931	807	clear-day	63	0	
10/19/2017 12:00	1747	857	890	clear-day	66	0	
10/19/2017 13:00	2062	981	1081	clear-day	68	0	
10/19/2017 14:00	2021	1010	1011	clear-day	69	0	
10/19/2017 15:00	1976	1025	951	clear-day	70	0	
10/19/2017 16:00	1923	953	970	clear-day	70	0	
10/19/2017 17:00	2101	1227	874	clear-day	69	0	
10/19/2017 18:00	1324	601	723	clear-day	68	0	
10/19/2017 19:00	582	245	337	clear-night	66	0	
10/19/2017 20:00	353	176	177	clear-night	65	0	
10/19/2017 21:00	264	134	130	clear-night	64	0	
10/19/2017 22:00	150	68	82	clear-night	63	0	
