hour_beginning	pedestrians	to_manhattan	to_brooklyn	weather_summary	temperature	precipitation	events
12/10/2017 18:00	319	176	143	partly-cloudy-night	36	0.0022	
12/10/2017 19:00	270	156	114	clear-night	35	0.0008	
12/10/2017 20:00	220	135	85	clear-night	35	0.0003	
12/10/2017 21:00	122	76	46	clear-night	35	0.0001	
12/10/2017 22:00	61	27	34	partly-cloudy-night	35	0.0001	
12/10/2017 23:00	62	30	32	partly-cloudy-night	35	0.0001	
12/11/2017 0:00	19	7	12	partly-cloudy-night	34	0.0002	
12/11/2017 1:00	9	6	3	cloudy	34	0.0001	
12/11/2017 2:00	3	2	1	cloudy	34	0.0001	
12/11/2017 3:00	5	2	3	partly-cloudy-night	34	0.0001	
12/11/2017 4:00	6	4	2	partly-cloudy-night	34	0	
12/11/2017 5:00	14	8	6	partly-cloudy-night	34	0.0002	
12/11/2017 6:00	57	27	30	partly-cloudy-night	33	0	
12/11/2017 7:00	103	37	66	partly-cloudy-night	32	0	
12/11/2017 8:00	248	86	162	partly-cloudy-day	32	0.0007	
12/11/2017 9:00	445	198	247	clear-day	34	0	
12/11/2017 10:00	757	414	343	clear-day	36	0.0022	
12/11/2017 11:00	1264	644	620	clear-day	38	0.0018	
12/11/2017 12:00	1414	599	815	clear-day	39	0.0035	
12/11/2017 13:00	1572	651	921	clear-day	40	0.0045	
12/11/2017 14:00	1674	792	882	partly-cloudy-day	40	0.0042	
12/11/2017 15:00	1728	840	888	clear-day	40	0.0043	
12/11/2017 16:00	1376	626	750	clear-day	39	0.0016	
12/11/2017 17:00	965	484	481	clear-night	38	0.0007	
12/11/2017 18:00	576	366	210	clear-night	37	0.0003	
12/11/2017 19:00	433	335	98	clear-night	36	0	
12/11/2017 20:00	329	236	93	clear-night	35	0	
12/11/2017 21:00	113	63	50	partly-cloudy-night	36	0.0001	
12/11/2017 22:00	127	39	88	partly-cloudy-night	36	0.0007	
12/11/2017 23:00	131	30	101	cloudy	36	0	
12/12/2017 0:00	27	16	11	partly-cloudy-night	37	0	
12/12/2017 1:00	19	6	13	partly-cloudy-night	37	0	
12/12/2017 2:00	18	8	10	partly-cloudy-night	38	0	
12/12/2017 3:00	10	6	4	partly-cloudy-night	39	0.0002	
12/12/2017 4:00	5	2	3	partly-cloudy-night	41	0.0004	
12/12/2017 5:00	23	14	9	partly-cloudy-night	42	0.0005	
12/12/2017 6:00	62	34	28	partly-cloudy-night	43	0.0014	
12/12/2017 7:00	140	59	81	partly-cloudy-night	44	0.0025	
12/12/2017 8:00	256	77	179	partly-cloudy-day	45	0.0025	
12/12/2017 9:00	263	126	137	partly-cloudy-day	46	0.0031	
12/12/2017 10:00	588	308	280	partly-cloudy-day	48	0.0022	
12/12/2017 11:00	953	469	484	partly-cloudy-day	48	0.0018	
12/12/2017 12:00	1001	431	570	partly-cloudy-day	47	0.0019	
12/12/2017 13:00	904	432	472	partly-cloudy-day	46	0.0021	
12/12/2017 14:00	935	414	521	partly-cloudy-day	45	0.0019	
12/12/2017 15:00	915	431	484	partly-cloudy-day	44	0.0012	
12/12/2017 16:00	731	388	343	partly-cloudy-day	43	0.0002	
12/12/2017 17:00	619	424	195	partly-cloudy-night	42	0.0003	
12/12/2017 18:00	420	297	123	partly-cloudy-night	41	0.0008	
12/12/2017 19:00	326	234	92	partly-cloudy-night	40	0	
12/12/2017 20:00	277	223	54	partly-cloudy-night	36	0.0008	
12/12/2017 21:00	146	106	40	partly-cloudy-night	34	0.0003	
12/12/2017 22:00	84	65	19	partly-cloudy-night	33	0	
12/12/2017 23:00	23	8	15	partly-cloudy-night	31	0.0001	
12/13/2017 0:00	20	10	10	partly-cloudy-night	29	0	
12/13/2017 1:00	13	8	5	partly-cloudy-night	27	0	
12/13/2017 2:00	5	3	2	partly-cloudy-night	24	0.0001	
12/13/2017 3:00	5	4	1	clear-night	23	0	
12/13/2017 4:00	1	0	1	clear-night	21	0	
12/13/2017 5:00	16	6	10	clear-night	21	0	
12/13/2017 6:00	85	43	42	clear-night	20	0	
12/13/2017 7:00	94	48	46	clear-night	20	0	
12/13/2017 8:00	146	45	101	clear-day	21	0	
12/13/2017 9:00	250	97	153	partly-cloudy-day	22	0.0007	
12/13/2017 10:00	463	230	233	partly-cloudy-day	24	0.0001	
12/13/2017 11:00	666	323	343	partly-cloudy-day	25	0	
12/13/2017 12:00	701	310	391	partly-cloudy-day	27	0.0004	
12/13/2017 13:00	647	288	359	partly-cloudy-day	29	0.0001	
12/13/2017 14:00	809	373	436	clear-day	30	0	
12/13/2017 15:00	966	439	527	clear-day	30	0	
12/13/2017 16:00	744	340	404	clear-day	30	0	
12/13/2017 17:00	549	323	226	clear-night	28	0.0003	
12/13/2017 18:00	387	285	102	clear-night	28	0	
12/13/2017 19:00	183	128	55	clear-night	27	0	
12/13/2017 20:00	163	132	31	clear-night	27	0	
12/13/2017 21:00	156	138	18	partly-cloudy-night	26	0	
12/13/2017 22:00	149	124	25	partly-cloudy-night	26	0	
12/13/2017 23:00	85	80	5	partly-cloudy-night	27	0	
12/14/2017 0:00	12	5	7	partly-cloudy-night	25	0.0002	
12/14/2017 1:00	12	7	5	partly-cloudy-night	23	0.0005	
12/14/2017 2:00	4	1	3	partly-cloudy-night	23	0.0022	
12/14/2017 3:00	4	2	2	partly-cloudy-night	24	0.0021	
12/14/2017 4:00	1	0	1	partly-cloudy-night	25	0.0004	
12/14/2017 5:00	6	4	2	partly-cloudy-night	25	0	
12/14/2017 6:00	29	15	14	partly-cloudy-night	25	0.0001	
12/14/2017 7:00	77	26	51	fog	25	0.0007	
12/14/2017 8:00	127	40	87	fog	25	0.0018	
12/14/2017 9:00	184	80	104	partly-cloudy-day	26	0.0007	
12/14/2017 10:00	435	257	178	partly-cloudy-day	27	0.0001	
12/14/2017 11:00	687	322	365	partly-cloudy-day	28	0.0022	
12/14/2017 12:00	815	359	456	partly-cloudy-day	30	0.0068	
12/14/2017 13:00	954	402	552	clear-day	31	0.006	
12/14/2017 14:00	1090	495	595	partly-cloudy-day	31	0.0033	
12/14/2017 15:00	936	449	487	partly-cloudy-day	31	0.0012	
12/14/2017 16:00	883	414	469	clear-day	29	0.0002	
12/14/2017 17:00	405	212	193	clear-night	28	0	
12/14/2017 18:00	214	111	103	clear-night	27	0	
12/14/2017 19:00	165	82	83	clear-night	26	0	
12/14/2017 20:00	115	82	33	clear-night	25	0	
12/14/2017 21:00	73	53	20	clear-night	24	0	
12/14/2017 22:00	82	72	10	clear-night	23	0	
12/14/2017 23:00	95	83	12	clear-night	22	0	
12/15/2017 0:00	103	97	6	clear-night	21	0	
12/15/2017 1:00	81	79	2	clear-night	21	0	
12/15/2017 2:00	8	7	1	clear-night	20	0	
12/15/2017 3:00	1	0	1	clear-night	20	0	
12/15/2017 4:00	0	0	0	clear-night	19	0	
12/15/2017 5:00	6	1	5	clear-night	19	0	
12/15/2017 6:00	35	16	19	clear-night	18	0	
12/15/2017 7:00	90	34	56	clear-night	19	0	
12/15/2017 8:00	159	51	108	clear-day	21	0	
12/15/2017 9:00	232	105	127	clear-day	22	0	
12/15/2017 10:00	490	233	257	snow	24	0.0162	
12/15/2017 11:00	826	386	440	clear-day	25	0	
12/15/2017 12:00	943	396	547	clear-day	26	0	
12/15/2017 13:00	1115	491	624	partly-cloudy-day	26	0	
12/15/2017 14:00	1260	549	711	partly-cloudy-day	27	0	
12/15/2017 15:00	796	332	464	partly-cloudy-day	26	0.0001	
12/15/2017 16:00	533	250	283	fog	24	0.0008	
12/15/2017 17:00	255	150	105	fog	23	0.0024	
12/15/2017 18:00	155	103	52	partly-cloudy-night	23	0.0035	
12/15/2017 19:00	77	44	33	partly-cloudy-night	24	0.0015	
12/15/2017 20:00	73	48	25	partly-cloudy-night	24	0.0006	
12/15/2017 21:00	42	27	15	partly-cloudy-night	24	0.0004	
12/15/2017 22:00	25	13	12	partly-cloudy-night	22	0.0002	
12/15/2017 23:00	38	29	9	clear-night	22	0.0002	
12/16/2017 0:00	10	8	2	clear-night	22	0	
12/16/2017 1:00	3	2	1	clear-night	21	0	
12/16/2017 2:00	0	0	0	clear-night	21	0	
12/16/2017 3:00	0	0	0	clear-night	23	0	
12/16/2017 4:00	1	0	1	clear-night	23	0	
12/16/2017 5:00	1	0	1	clear-night	23	0	
12/16/2017 6:00	12	8	4	clear-night	23	0	
12/16/2017 7:00	74	43	31	clear-night	24	0	
12/16/2017 8:00	126	60	66	clear-day	25	0	
12/16/2017 9:00	431	236	195	clear-day	27	0	
12/16/2017 10:00	892	528	364	partly-cloudy-day	30	0.0006	
12/16/2017 11:00	1437	722	715	partly-cloudy-day	32	0.0026	
12/16/2017 12:00	1654	782	872	partly-cloudy-day	34	0.0031	
12/16/2017 13:00	1932	815	1117	partly-cloudy-day	36	0.0056	
12/16/2017 14:00	1857	881	976	partly-cloudy-day	36	0.0085	
12/16/2017 15:00	1741	868	873	partly-cloudy-day	36	0.0053	
12/16/2017 16:00	1432	632	800	cloudy	37	0.0026	
12/16/2017 17:00	607	322	285	cloudy	37	0.002	
12/16/2017 18:00	361	186	175	cloudy	37	0.0018	
12/16/2017 19:00	296	175	121	cloudy	37	0.0017	
12/16/2017 20:00	247	157	90	partly-cloudy-night	37	0.001	
12/16/2017 21:00	203	141	62	partly-cloudy-night	36	0.0011	
12/16/2017 22:00	161	115	46	partly-cloudy-night	35	0.0005	
12/16/2017 23:00	145	112	33	partly-cloudy-night	34	0.0006	
12/17/2017 0:00	123	114	9	partly-cloudy-night	34	0.0001	
12/17/2017 1:00	103	95	8	partly-cloudy-night	33	0	
12/17/2017 2:00	12	6	6	partly-cloudy-night	33	0	
12/17/2017 3:00	7	3	4	partly-cloudy-night	33	0	
12/17/2017 4:00	2	1	1	partly-cloudy-night	33	0	
12/17/2017 5:00	7	4	3	partly-cloudy-night	32	0	
12/17/2017 6:00	32	22	10	partly-cloudy-night	32	0.0001	
12/17/2017 7:00	92	48	44	partly-cloudy-night	32	0	
12/17/2017 8:00	147	66	81	partly-cloudy-day	32	0	
12/17/2017 9:00	459	276	183	partly-cloudy-day	33	0	
12/17/2017 10:00	811	452	359	cloudy	34	0.0001	
12/17/2017 11:00	1280	611	669	cloudy	34	0.0001	
12/17/2017 12:00	1441	674	767	cloudy	35	0.0004	
12/17/2017 13:00	1860	876	984	partly-cloudy-day	36	0.0015	
12/17/2017 14:00	1828	910	918	clear-day	36	0.0028	
12/17/2017 15:00	1995	983	1012	clear-day	37	0.0019	
12/17/2017 16:00	1735	728	1007	clear-day	36	0.001	
12/17/2017 17:00	964	483	481	clear-night	35	0.0002	
12/17/2017 18:00	609	300	309	clear-night	35	0.0001	
12/17/2017 19:00	455	276	179	clear-night	35	0.0003	
12/17/2017 20:00	325	223	102	partly-cloudy-night	35	0	
12/17/2017 21:00	263	149	114	partly-cloudy-night	35	0	
12/17/2017 22:00	168	99	69	partly-cloudy-night	35	0	
12/17/2017 23:00	48	19	29	partly-cloudy-night	34	0	
12/18/2017 0:00	42	16	26	partly-cloudy-night	34	0	
12/18/2017 1:00	7	3	4	cloudy	34	0	
12/18/2017 2:00	2	1	1	cloudy	34	0.0005	
12/18/2017 3:00	2	1	1	partly-cloudy-night	34	0.0027	
12/18/2017 4:00	2	1	1	partly-cloudy-night	34	0.0028	
12/18/2017 5:00	15	10	5	partly-cloudy-night	34	0.0007	
12/18/2017 6:00	50	29	21	partly-cloudy-night	34	0.0006	
12/18/2017 7:00	129	63	66	partly-cloudy-night	34	0.0004	
12/18/2017 8:00	240	73	167	cloudy	35	0.0004	
12/18/2017 9:00	403	212	191	partly-cloudy-day	36	0.0002	
12/18/2017 10:00	768	418	350	cloudy	37	0.0006	
12/18/2017 11:00	1210	643	567	cloudy	39	0.0012	
12/18/2017 12:00	1518	657	861	partly-cloudy-day	41	0.0015	
12/18/2017 13:00	1678	811	867	partly-cloudy-day	43	0.0011	
12/18/2017 14:00	1826	773	1053	partly-cloudy-day	44	0.0008	
12/18/2017 15:00	1843	851	992	partly-cloudy-day	45	0.0004	
12/18/2017 16:00	1604	702	902	partly-cloudy-day	44	0.0002	
12/18/2017 17:00	1019	513	506	partly-cloudy-night	43	0.0001	
12/18/2017 18:00	606	372	234	cloudy	43	0.0003	
12/18/2017 19:00	465	296	169	partly-cloudy-night	44	0.0002	
12/18/2017 20:00	313	222	91	partly-cloudy-night	44	0.0001	
12/18/2017 21:00	205	129	76	partly-cloudy-night	44	0.0001	
12/18/2017 22:00	120	64	56	partly-cloudy-night	43	0	
12/18/2017 23:00	63	37	26	partly-cloudy-night	43	0.0001	
12/19/2017 0:00	40	25	15	partly-cloudy-night	43	0	
12/19/2017 1:00	22	12	10	cloudy	44	0.0003	
12/19/2017 2:00	6	2	4	cloudy	44	0.0001	
12/19/2017 3:00	6	0	6	cloudy	44	0.0001	
12/19/2017 4:00	6	4	2	cloudy	44	0	
12/19/2017 5:00	30	19	11	cloudy	43	0	
12/19/2017 6:00	86	49	37	cloudy	43	0	
12/19/2017 7:00	147	53	94	cloudy	44	0	
12/19/2017 8:00	276	110	166	partly-cloudy-day	45	0	
12/19/2017 9:00	483	231	252	partly-cloudy-day	46	0	
12/19/2017 10:00	773	426	347	partly-cloudy-day	49	0	
12/19/2017 11:00	1257	603	654	partly-cloudy-day	52	0.0001	
12/19/2017 12:00	1534	722	812	partly-cloudy-day	52	0.0001	
12/19/2017 13:00	1649	709	940	partly-cloudy-day	54	0	
12/19/2017 14:00	1694	780	914	clear-day	54	0	
12/19/2017 15:00	1818	864	954	clear-day	54	0	
12/19/2017 16:00	1634	724	910	clear-day	54	0.0001	
12/19/2017 17:00	963	487	476	clear-night	53	0	
12/19/2017 18:00	590	358	232	clear-night	52	0	
12/19/2017 19:00	398	273	125	clear-night	51	0	
12/19/2017 20:00	345	230	115	clear-night	51	0	
12/19/2017 21:00	219	163	56	clear-night	50	0	
12/19/2017 22:00	217	152	65	clear-night	49	0	
12/19/2017 23:00	150	121	29	clear-night	48	0	
12/20/2017 0:00	125	105	20	clear-night	48	0	
12/20/2017 1:00	19	15	4	clear-night	49	0.0001	
12/20/2017 2:00	10	9	1	clear-night	49	0	
12/20/2017 3:00	5	4	1	partly-cloudy-night	48	0	
12/20/2017 4:00	4	3	1	partly-cloudy-night	47	0	
12/20/2017 5:00	20	10	10	clear-night	47	0	
12/20/2017 6:00	45	24	21	clear-night	45	0	
12/20/2017 7:00	136	58	78	clear-night	43	0	
12/20/2017 8:00	254	89	165	clear-day	42	0	
12/20/2017 9:00	335	161	174	clear-day	42	0	
12/20/2017 10:00	651	374	277	partly-cloudy-day	43	0	
12/20/2017 11:00	1143	566	577	partly-cloudy-day	43	0	
12/20/2017 12:00	1374	612	762	partly-cloudy-day	43	0	
12/20/2017 13:00	1313	571	742	clear-day	43	0	
12/20/2017 14:00	1371	619	752	clear-day	43	0	
12/20/2017 15:00	1607	842	765	clear-day	43	0	
12/20/2017 16:00	1481	699	782	clear-day	43	0	
12/20/2017 17:00	877	436	441	clear-night	41	0	
12/20/2017 18:00	394	235	159	clear-night	39	0	
12/20/2017 19:00	256	154	102	clear-night	37	0	
12/20/2017 20:00	260	193	67	clear-night	36	0	
12/20/2017 21:00	211	146	65	clear-night	35	0	
12/20/2017 22:00	111	90	21	clear-night	34	0	
12/20/2017 23:00	116	84	32	clear-night	34	0	
12/21/2017 0:00	17	10	7	clear-night	33	0	
12/21/2017 1:00	10	7	3	clear-night	32	0	
12/21/2017 2:00	6	5	1	clear-night	31	0.0009	
12/21/2017 3:00	7	4	3	clear-night	31	0	
12/21/2017 4:00	2	1	1	clear-night	30	0	
12/21/2017 5:00	12	5	7	clear-night	30	0	
12/21/2017 6:00	51	28	23	clear-night	31	0	
12/21/2017 7:00	145	71	74	clear-night	31	0	
12/21/2017 8:00	189	81	108	clear-day	31	0	
12/21/2017 9:00	370	188	182	clear-day	34	0	
12/21/2017 10:00	752	417	335	clear-day	35	0	
12/21/2017 11:00	1174	539	635	clear-day	36	0	
12/21/2017 12:00	1361	561	800	clear-day	37	0.0001	
12/21/2017 13:00	1480	596	884	clear-day	38	0.0002	
12/21/2017 14:00	1567	669	898	clear-day	39	0	
12/21/2017 15:00	1805	880	925	clear-day	39	0	
12/21/2017 16:00	1739	791	948	clear-day	39	0	
12/21/2017 17:00	1052	505	547	clear-night	38	0	
12/21/2017 18:00	580	348	232	clear-night	37	0	
12/21/2017 19:00	368	264	104	partly-cloudy-night	36	0	
12/21/2017 20:00	307	235	72	clear-night	36	0.0006	
12/21/2017 21:00	225	171	54	clear-night	36	0	
12/21/2017 22:00	168	126	42	clear-night	34	0	
12/21/2017 23:00	140	129	11	partly-cloudy-night	34	0	
12/22/2017 0:00	187	176	11	partly-cloudy-night	34	0	
12/22/2017 1:00	14	8	6	clear-night	34	0.0001	
12/22/2017 2:00	7	6	1	clear-night	34	0	
12/22/2017 3:00	2	0	2	clear-night	34	0	
12/22/2017 4:00	1	0	1	partly-cloudy-night	34	0	
12/22/2017 5:00	13	5	8	partly-cloudy-night	34	0	
12/22/2017 6:00	36	20	16	partly-cloudy-night	35	0	
12/22/2017 7:00	102	49	53	partly-cloudy-night	35	0	
12/22/2017 8:00	195	96	99	partly-cloudy-day	35	0	
12/22/2017 9:00	321	169	152	partly-cloudy-day	36	0	
12/22/2017 10:00	657	359	298	partly-cloudy-day	38	0	
12/22/2017 11:00	1224	666	558	partly-cloudy-day	39	0	
12/22/2017 12:00	1608	751	857	partly-cloudy-day	41	0	
12/22/2017 13:00	1668	800	868	partly-cloudy-day	43	0	
12/22/2017 14:00	1772	824	948	partly-cloudy-day	45	0	
12/22/2017 15:00	1825	914	911	partly-cloudy-day	45	0	
12/22/2017 16:00	1607	802	805	partly-cloudy-day	46	0	
12/22/2017 17:00	970	480	490	partly-cloudy-night	45	0	
12/22/2017 18:00	533	279	254	partly-cloudy-night	45	0	
12/22/2017 19:00	345	183	162	partly-cloudy-night	44	0	
12/22/2017 20:00	233	107	126	partly-cloudy-night	43	0	
12/22/2017 21:00	171	83	88	clear-night	42	0	
12/22/2017 22:00	164	92	72	partly-cloudy-night	41	0	
12/22/2017 23:00	184	148	36	cloudy	40	0	
12/23/2017 0:00	32	24	8	partly-cloudy-night	40	0	
12/23/2017 1:00	30	17	13	partly-cloudy-night	40	0	
12/23/2017 2:00	13	9	4	partly-cloudy-night	39	0.0011	
12/23/2017 3:00	3	0	3	partly-cloudy-night	39	0.0007	
12/23/2017 4:00	1	0	1	cloudy	39	0	
12/23/2017 5:00	2	1	1	partly-cloudy-night	39	0.0038	
12/23/2017 6:00	5	3	2	partly-cloudy-night	39	0.0146	
12/23/2017 7:00	39	13	26	cloudy	39	0.0205	
12/23/2017 8:00	62	32	30	rain	39	0.026	
12/23/2017 9:00	121	60	61	cloudy	39	0.0234	
12/23/2017 10:00	241	132	109	rain	40	0.0288	
12/23/2017 11:00	263	150	113	rain	40	0.0406	
12/23/2017 12:00	255	145	110	rain	41	0.0506	
12/23/2017 13:00	417	200	217	rain	42	0.0746	
12/23/2017 14:00	755	446	309	rain	45	0.0438	
12/23/2017 15:00	899	472	427	partly-cloudy-day	45	0.0036	
12/23/2017 16:00	922	492	430	partly-cloudy-day	46	0.0006	
12/23/2017 17:00	421	195	226	partly-cloudy-night	47	0.0004	
12/23/2017 18:00	184	60	124	partly-cloudy-night	47	0.0026	
12/23/2017 19:00	60	36	24	rain	46	0.0325	
12/23/2017 20:00	89	42	47	rain	46	0.0279	
12/23/2017 21:00	79	45	34	partly-cloudy-night	45	0.0238	
12/23/2017 22:00	72	35	37	partly-cloudy-night	44	0.0066	
12/23/2017 23:00	115	89	26	partly-cloudy-night	42	0.0013	
12/24/2017 0:00	56	34	22	clear-night	40	0.0004	Christmas Eve
12/24/2017 1:00	17	9	8	clear-night	39	0.0002	Christmas Eve
12/24/2017 2:00	11	5	6	clear-night	38	0.0003	Christmas Eve
12/24/2017 3:00	2	0	2	clear-night	38	0.0002	Christmas Eve
12/24/2017 4:00	0	0	0	clear-night	38	0	Christmas Eve
12/24/2017 5:00	3	0	3	clear-night	37	0	Christmas Eve
12/24/2017 6:00	23	13	10	clear-night	37	0.0002	Christmas Eve
12/24/2017 7:00	95	54	41	clear-night	36	0.0001	Christmas Eve
12/24/2017 8:00	183	84	99	clear-day	36	0	Christmas Eve
12/24/2017 9:00	526	327	199	clear-day	37	0.0001	Christmas Eve
12/24/2017 10:00	1072	593	479	clear-day	38	0.0001	Christmas Eve
12/24/2017 11:00	1802	906	896	clear-day	38	0.0001	Christmas Eve
12/24/2017 12:00	2371	1112	1259	clear-day	39	0	Christmas Eve
12/24/2017 13:00	2348	1130	1218	clear-day	39	0	Christmas Eve
12/24/2017 14:00	2612	1361	1251	clear-day	39	0	Christmas Eve
12/24/2017 15:00	2616	1445	1171	clear-day	39	0	Christmas Eve
12/24/2017 16:00	2487	1282	1205	clear-day	39	0.0001	Christmas Eve
12/24/2017 17:00	1236	574	662	clear-night	38	0.0001	Christmas Eve
12/24/2017 18:00	674	361	313	partly-cloudy-night	38	0	Christmas Eve
12/24/2017 19:00	421	167	254	partly-cloudy-night	38	0	Christmas Eve
12/24/2017 20:00	192	73	119	cloudy	38	0	Christmas Eve
12/24/2017 21:00	131	66	65	cloudy	37	0.0002	Christmas Eve
12/24/2017 22:00	57	20	37	cloudy	36	0.0014	Christmas Eve
12/24/2017 23:00	22	9	13	cloudy	36	0.0029	Christmas Eve
12/25/2017 0:00	6	2	4	cloudy	35	0.0042	Christmas Day
12/25/2017 1:00	5	4	1	cloudy	35	0.0097	Christmas Day
12/25/2017 2:00	9	6	3	cloudy	36	0.0191	Christmas Day
12/25/2017 3:00	0	0	0	cloudy	36	0.0174	Christmas Day
12/25/2017 4:00	1	0	1	cloudy	36	0.0159	Christmas Day
12/25/2017 5:00	2	0	2	partly-cloudy-night	35	0.0189	Christmas Day
12/25/2017 6:00	5	2	3	partly-cloudy-night	34	0.023	Christmas Day
12/25/2017 7:00	50	29	21	rain	34	0.0707	Christmas Day
12/25/2017 8:00	149	68	81	partly-cloudy-day	35	0.0059	Christmas Day
12/25/2017 9:00	479	330	149	clear-day	36	0.0033	Christmas Day
12/25/2017 10:00	1145	682	463	clear-day	36	0.0043	Christmas Day
12/25/2017 11:00	1768	951	817	partly-cloudy-day	35	0.0046	Christmas Day
12/25/2017 12:00	2248	1158	1090	partly-cloudy-day	35	0.0066	Christmas Day
12/25/2017 13:00	2495	1452	1043	partly-cloudy-day	35	0.0071	Christmas Day
12/25/2017 14:00	2715	1610	1105	partly-cloudy-day	35	0.0041	Christmas Day
12/25/2017 15:00	2691	1573	1118	partly-cloudy-day	34	0.001	Christmas Day
12/25/2017 16:00	2640	1435	1205	partly-cloudy-day	34	0.0004	Christmas Day
12/25/2017 17:00	1183	565	618	partly-cloudy-night	32	0.0001	Christmas Day
12/25/2017 18:00	547	234	313	clear-night	31	0.0003	Christmas Day
12/25/2017 19:00	282	156	126	clear-night	31	0.0001	Christmas Day
12/25/2017 20:00	180	89	91	clear-night	29	0	Christmas Day
12/25/2017 21:00	90	47	43	clear-night	28	0.0001	Christmas Day
12/25/2017 22:00	75	27	48	clear-night	28	0	Christmas Day
12/25/2017 23:00	31	14	17	clear-night	27	0	Christmas Day
12/26/2017 0:00	11	4	7	clear-night	27	0	
12/26/2017 1:00	1	0	1	clear-night	27	0	
12/26/2017 2:00	3	1	2	clear-night	26	0	
12/26/2017 3:00	0	0	0	clear-night	26	0	
12/26/2017 4:00	2	0	2	clear-night	25	0	
12/26/2017 5:00	9	4	5	clear-night	24	0	
12/26/2017 6:00	17	8	9	clear-night	24	0	
12/26/2017 7:00	106	54	52	clear-night	24	0	
12/26/2017 8:00	208	88	120	clear-day	24	0	
12/26/2017 9:00	364	221	143	clear-day	24	0	
12/26/2017 10:00	1062	576	486	clear-day	24	0.0001	
12/26/2017 11:00	1689	807	882	clear-day	25	0.0005	
12/26/2017 12:00	1856	840	1016	clear-day	25	0.0003	
12/26/2017 13:00	2031	936	1095	clear-day	26	0	
12/26/2017 14:00	2070	1040	1030	clear-day	27	0	
12/26/2017 15:00	2575	1209	1366	clear-day	28	0.0001	
12/26/2017 16:00	2623	1220	1403	clear-day	27	0.0008	
12/26/2017 17:00	1249	539	710	clear-night	26	0	
12/26/2017 18:00	619	307	312	clear-night	25	0	
12/26/2017 19:00	332	158	174	clear-night	24	0	
12/26/2017 20:00	199	73	126	clear-night	23	0	
12/26/2017 21:00	114	56	58	clear-night	23	0	
12/26/2017 22:00	103	52	51	clear-night	22	0	
12/26/2017 23:00	43	20	23	clear-night	22	0	
12/27/2017 0:00	12	7	5	clear-night	21	0	
12/27/2017 1:00	14	8	6	clear-night	21	0	
12/27/2017 2:00	1	0	1	clear-night	20	0	
12/27/2017 3:00	3	2	1	partly-cloudy-night	20	0	
12/27/2017 4:00	1	0	1	partly-cloudy-night	20	0	
12/27/2017 5:00	6	2	4	cloudy	19	0	
12/27/2017 6:00	61	35	26	cloudy	19	0	
12/27/2017 7:00	129	72	57	cloudy	19	0	
12/27/2017 8:00	224	98	126	partly-cloudy-day	18	0	
12/27/2017 9:00	517	297	220	partly-cloudy-day	19	0	
12/27/2017 10:00	1207	676	531	partly-cloudy-day	20	0	
12/27/2017 11:00	1793	945	848	clear-day	21	0	
12/27/2017 12:00	2115	1016	1099	clear-day	22	0	
12/27/2017 13:00	2320	1079	1241	clear-day	23	0	
12/27/2017 14:00	2185	1063	1122	clear-day	24	0	
12/27/2017 15:00	2588	1399	1189	clear-day	24	0	
12/27/2017 16:00	2701	1375	1326	clear-day	23	0	
12/27/2017 17:00	1296	553	743	clear-night	22	0	
12/27/2017 18:00	669	360	309	clear-night	21	0	
12/27/2017 19:00	305	143	162	clear-night	20	0	
12/27/2017 20:00	132	58	74	clear-night	19	0	
12/27/2017 21:00	69	28	41	clear-night	18	0	
12/27/2017 22:00	54	34	20	clear-night	17	0	
12/27/2017 23:00	41	16	25	clear-night	17	0	
12/28/2017 0:00	16	5	11	clear-night	17	0	
12/28/2017 1:00	3	2	1	clear-night	16	0	
12/28/2017 2:00	2	1	1	clear-night	15	0	
12/28/2017 3:00	2	1	1	clear-night	15	0	
12/28/2017 4:00	2	1	1	clear-night	14	0	
12/28/2017 5:00	6	3	3	clear-night	14	0	
12/28/2017 6:00	16	15	1	clear-night	14	0	
12/28/2017 7:00	73	31	42	clear-night	13	0	
12/28/2017 8:00	154	73	81	clear-day	12	0	
12/28/2017 9:00	422	247	175	clear-day	13	0.0001	
12/28/2017 10:00	1222	710	512	clear-day	14	0.0014	
12/28/2017 11:00	1784	896	888	clear-day	15	0.0013	
12/28/2017 12:00	1763	918	845	clear-day	16	0	
12/28/2017 13:00	2005	937	1068	clear-day	17	0.0007	
12/28/2017 14:00	2020	918	1102	clear-day	17	0	
12/28/2017 15:00	2028	1069	959	clear-day	18	0	
12/28/2017 16:00	2106	994	1112	clear-day	17	0.002	
12/28/2017 17:00	1123	540	583	clear-night	17	0	
12/28/2017 18:00	561	300	261	clear-night	16	0.0009	
12/28/2017 19:00	236	123	113	clear-night	15	0	
12/28/2017 20:00	143	64	79	clear-night	14	0	
12/28/2017 21:00	59	26	33	clear-night	13	0	
12/28/2017 22:00	25	11	14	clear-night	12	0	
12/28/2017 23:00	32	15	17	clear-night	11	0	
12/29/2017 0:00	9	4	5	clear-night	11	0	
12/29/2017 1:00	8	6	2	clear-night	11	0	
12/29/2017 2:00	5	1	4	clear-night	11	0	
12/29/2017 3:00	0	0	0	clear-night	11	0	
12/29/2017 4:00	2	0	2	partly-cloudy-night	11	0	
12/29/2017 5:00	2	0	2	partly-cloudy-night	11	0	
12/29/2017 6:00	16	10	6	partly-cloudy-night	12	0	
12/29/2017 7:00	111	56	55	partly-cloudy-night	12	0	
